id,fkPreparazione,fkAlimento,quantita,fkTipoQuantita,note,dataInserimento,utenteInserimento,dataCancellazione,utenteCancellazione
2047,324,529.0,0.1,1,,2021-12-02 12:30:04.377000,m.cannarozzo,,
2048,324,626.0,0.1,1,,2021-12-02 12:30:12.940000,m.cannarozzo,,
2049,324,388.0,15.0,1,,2021-12-02 12:31:13.407000,m.cannarozzo,,
2050,326,715.0,110.0,1,,2021-12-02 12:34:08.023000,m.cannarozzo,,
2051,326,763.0,50.0,1,,2021-12-02 12:35:05.570000,m.cannarozzo,,
2052,326,794.0,15.0,1,Allergene,2023-04-06 07:43:27.340000,f.gallo,,
2053,326,576.0,10.0,1,,2021-12-02 12:35:41.017000,m.cannarozzo,,
2054,326,146.0,5.0,1,,2021-12-02 12:35:55.103000,m.cannarozzo,,
2055,326,545.0,5.0,1,,2021-12-02 12:36:09.847000,m.cannarozzo,,
2056,326,506.0,0.1,1,Allergene,2023-04-06 07:43:36.060000,f.gallo,,
2057,326,529.0,0.1,1,,2021-12-02 12:36:31.373000,m.cannarozzo,,
2058,326,626.0,0.1,1,,2021-12-02 12:36:39.690000,m.cannarozzo,,
2060,353,518.0,150.0,1,,2021-12-10 11:52:32.977000,m.cannarozzo,,
2061,353,8.0,0.1,1,,2021-12-10 11:52:56.203000,m.cannarozzo,,
2062,353,612.0,0.1,1,,2021-12-10 11:53:10.417000,m.cannarozzo,,
2063,353,626.0,0.1,1,,2021-12-10 11:53:20.773000,m.cannarozzo,,
2064,353,529.0,0.1,1,,2021-12-10 11:53:35.347000,m.cannarozzo,,
2065,353,451.0,5.0,1,,2021-12-10 11:54:28.713000,m.cannarozzo,,
2066,353,836.0,0.1,1,,2021-12-10 11:54:57.433000,m.cannarozzo,,
2067,356,738.0,30.0,1,,2021-12-10 11:55:56.840000,m.cannarozzo,,
2068,356,96.0,150.0,1,ALLERGENE,2023-03-27 10:44:32.777000,m.cannarozzo,,
2069,358,761.0,110.0,1,,2022-07-12 11:27:24.487000,m.cannarozzo,,
2070,358,518.0,30.0,1,,2022-07-12 11:27:37.890000,m.cannarozzo,,
2072,358,794.0,20.0,1,,2021-12-10 12:01:02.913000,m.cannarozzo,,
2073,358,574.0,0.1,1,,2021-12-10 12:01:14.190000,m.cannarozzo,,
2074,358,626.0,0.1,1,,2021-12-10 12:01:24.613000,m.cannarozzo,,
2075,358,529.0,0.1,1,,2021-12-10 12:01:34.470000,m.cannarozzo,,
2076,358,254.0,10.0,1,,2021-12-10 12:01:57.093000,m.cannarozzo,,
2077,358,105.0,8.0,1,,2021-12-10 12:02:11.710000,m.cannarozzo,,
2079,348,715.0,150.0,1,,2024-04-29 15:34:35.767000,v.giurdanella,,
2081,348,254.0,10.0,1,ALLERGENE,2023-02-21 12:39:44.110000,m.cannarozzo,,
2082,348,467.0,0.1,1,,2021-12-10 12:08:31.907000,m.cannarozzo,,
2083,348,188.0,0.1,1,,2021-12-10 12:08:42.360000,m.cannarozzo,2022-01-19 13:37:44.517000,m.cannarozzo
2084,348,462.0,0.1,1,,2021-12-10 12:08:50.347000,m.cannarozzo,2022-01-19 13:37:59.510000,m.cannarozzo
2085,348,133.0,0.1,1,,2021-12-10 12:09:03.297000,m.cannarozzo,2022-01-19 13:38:05.330000,m.cannarozzo
2086,348,455.0,10.0,1,ALLERGENE,2023-02-21 12:39:53.620000,m.cannarozzo,,
2087,348,757.0,0.1,1,,2021-12-10 12:09:25.510000,m.cannarozzo,2022-01-19 13:38:13.487000,m.cannarozzo
2088,357,761.0,130.0,1,,2021-12-10 12:13:02.700000,m.cannarozzo,,
2090,357,759.0,0.1,1,ALLERGENE,2023-03-28 12:23:32.923000,m.cannarozzo,,
2091,357,626.0,0.1,1,,2021-12-10 12:13:40.263000,m.cannarozzo,,
2092,357,529.0,0.1,1,,2021-12-10 12:13:49.203000,m.cannarozzo,,
2094,340,667.0,200.0,1,,2021-12-10 12:17:06.207000,m.cannarozzo,,
2095,340,451.0,5.0,1,,2021-12-10 12:17:18.843000,m.cannarozzo,,
2096,340,626.0,0.1,1,,2021-12-10 12:17:25.330000,m.cannarozzo,,
2103,60,626.0,0.1,1,,2021-12-22 07:21:30.547000,m.cannarozzo,,
2104,60,529.0,0.1,1,,2021-12-22 07:21:40.060000,m.cannarozzo,,
2105,345,8.0,0.1,1,,2021-12-22 07:23:05.863000,m.cannarozzo,,
2106,345,757.0,5.0,1,ALLERGENE,2023-02-08 13:02:38.527000,f.gallo,,
2108,132,574.0,0.1,1,,2022-01-01 17:18:54.543000,m.cannarozzo,,
2109,299,408.0,10.0,1,,2022-01-01 17:19:38.020000,m.cannarozzo,,
2110,307,408.0,10.0,1,,2022-01-01 17:20:17.600000,m.cannarozzo,,
2111,243,574.0,0.1,1,,2022-01-01 17:34:19.770000,m.cannarozzo,,
2112,190,408.0,10.0,1,,2022-01-01 17:35:02.780000,m.cannarozzo,,
2113,190,574.0,0.1,1,,2022-01-01 17:35:14.433000,m.cannarozzo,,
2114,289,492.0,0.1,1,ALLERGENE,2023-08-16 10:34:53.260000,m.cannarozzo,,
2115,249,451.0,0.1,1,,2022-01-19 13:35:41.807000,m.cannarozzo,,
2116,249,626.0,0.1,1,,2022-01-19 13:36:21.040000,m.cannarozzo,,
2117,249,529.0,0.1,1,,2022-01-19 13:36:35.173000,m.cannarozzo,,
2118,249,8.0,0.1,1,,2022-01-19 13:36:44.707000,m.cannarozzo,,
2119,249,254.0,0.1,1,ALLERGENE glutine,2023-02-15 07:19:39.260000,m.cannarozzo,,
2120,348,8.0,0.1,1,,2022-01-19 13:38:29.963000,m.cannarozzo,,
2121,348,529.0,0.1,1,,2022-01-19 13:38:43.377000,m.cannarozzo,,
2122,144,8.0,0.1,1,,2022-01-19 13:40:32.817000,m.cannarozzo,,
2123,144,529.0,0.1,1,,2022-01-19 13:40:40.367000,m.cannarozzo,,
2124,361,576.0,50.0,1,,2022-02-06 10:24:23.793000,m.cannarozzo,,
2125,361,291.0,50.0,1,,2022-02-06 10:25:28.640000,m.cannarozzo,2022-02-06 10:25:54.000000,m.cannarozzo
2126,361,677.0,50.0,1,,2022-02-06 10:25:47.143000,m.cannarozzo,,
2127,361,794.0,0.1,1,,2022-02-06 10:26:53.577000,m.cannarozzo,,
2128,361,492.0,0.1,1,,2022-02-06 10:27:11.747000,m.cannarozzo,,
2129,361,451.0,0.1,1,,2022-02-06 10:27:39.143000,m.cannarozzo,,
2130,60,451.0,8.0,1,,2022-02-10 14:51:45.363000,m.cannarozzo,,
2131,362,701.0,120.0,1,,2022-02-10 16:28:50.300000,m.cannarozzo,,
2132,362,188.0,15.0,1,,2022-02-10 16:29:08.857000,m.cannarozzo,,
2133,362,572.0,15.0,1,,2022-02-10 16:29:19.133000,m.cannarozzo,,
2134,362,757.0,5.0,1,ALLERGENE,2023-04-29 16:07:31.893000,m.cannarozzo,,
2135,362,836.0,0.1,1,,2022-02-10 16:29:52.960000,m.cannarozzo,,
2136,362,451.0,8.0,1,,2022-02-10 16:31:42.247000,m.cannarozzo,,
2137,362,626.0,0.1,1,,2022-02-10 16:31:52.487000,m.cannarozzo,,
2138,362,529.0,0.1,1,,2022-02-10 16:32:00.160000,m.cannarozzo,,
2139,362,518.0,10.0,1,,2022-02-10 16:32:31.553000,m.cannarozzo,,
2140,363,163.0,100.0,1,,2022-02-10 16:35:54.663000,m.cannarozzo,,
2141,363,794.0,20.0,1,,2022-02-10 16:36:11.267000,m.cannarozzo,,
2143,363,506.0,5.0,1,,2022-02-10 16:36:48.103000,m.cannarozzo,,
2144,363,626.0,0.1,1,,2022-02-10 16:58:50.490000,m.cannarozzo,,
2145,363,529.0,0.1,1,,2022-02-10 16:58:58.467000,m.cannarozzo,,
2146,363,451.0,0.1,1,,2022-02-10 16:59:12.777000,m.cannarozzo,,
2147,149,803.0,0.1,1,,2022-02-15 11:14:04.520000,m.cannarozzo,2023-02-20 09:27:01.280000,m.cannarozzo
2148,132,500.0,0.1,1,,2022-02-15 11:14:39.230000,m.cannarozzo,,
2149,299,500.0,0.1,1,,2022-02-15 11:15:16.233000,m.cannarozzo,,
2150,307,500.0,0.1,1,ALLERGENE,2023-02-20 09:16:06.390000,m.cannarozzo,,
2151,243,500.0,0.1,1,ALLERGENE,2023-03-27 10:50:38.767000,m.cannarozzo,,
2152,190,500.0,0.1,1,ALLERGENE,2023-03-27 10:57:22.107000,m.cannarozzo,,
2153,40,8.0,1.0,1,,2024-01-29 11:45:36.700000,f.gallo,,
2155,364,804.0,10.0,1,,2022-03-10 13:47:57.787000,m.cannarozzo,,
2156,364,500.0,10.0,1,,2022-03-10 13:50:01.557000,m.cannarozzo,,
2157,364,626.0,0.1,1,,2022-03-10 13:50:16.143000,m.cannarozzo,,
2158,29,188.0,10.0,1,,2022-04-03 08:51:30.757000,m.cannarozzo,2024-01-29 11:34:22.693000,f.gallo
2159,370,339.0,200.0,1,,2022-04-03 08:59:56.557000,m.cannarozzo,,
2161,370,8.0,0.1,1,,2022-04-03 08:54:33.793000,m.cannarozzo,,
2162,370,467.0,0.1,1,,2022-04-03 08:54:44.573000,m.cannarozzo,,
2163,370,451.0,5.0,1,,2022-04-03 08:55:13.543000,m.cannarozzo,,
2164,370,626.0,0.1,1,,2022-04-03 08:55:22.717000,m.cannarozzo,,
2165,370,529.0,0.1,1,,2022-04-03 08:55:31.483000,m.cannarozzo,,
2166,371,388.0,10.0,1,ALLERGENE,2024-01-25 10:37:32.620000,f.gallo,,
2167,371,574.0,0.1,1,,2022-04-03 08:57:49.620000,m.cannarozzo,,
2168,371,322.0,5.0,1,ALLERGENE,2023-02-08 17:21:48.083000,M.CANNAROZZO,,
2169,371,133.0,0.1,1,ALLERGENE,2023-02-08 17:21:59.453000,M.CANNAROZZO,,
2170,371,188.0,0.1,1,,2022-04-03 08:58:38.933000,m.cannarozzo,,
2171,371,529.0,0.1,1,,2022-04-03 08:58:52.393000,m.cannarozzo,,
2172,374,608.0,80.0,1,,2022-04-14 18:52:38.340000,m.cannarozzo,,
2173,374,8.0,0.1,1,,2022-04-14 18:52:49.477000,m.cannarozzo,,
2174,374,574.0,0.1,1,,2022-04-14 18:53:05.297000,m.cannarozzo,,
2175,374,626.0,0.1,1,,2022-04-14 18:53:16.137000,m.cannarozzo,,
2176,374,451.0,5.0,1,,2022-04-14 18:53:32.223000,m.cannarozzo,,
2177,374,188.0,0.1,1,,2022-04-14 18:53:48.400000,m.cannarozzo,,
2178,374,789.0,0.1,1,ALLERGENE,2023-06-14 11:14:36.773000,f.gallo,,
2179,374,791.0,30.0,1,ALLERGENE,2023-06-14 11:12:59.647000,f.gallo,,
2180,374,757.0,10.0,1,ALLERGENE,2023-07-26 10:53:36.817000,f.gallo,,
2181,374,105.0,10.0,1,ALLERGENE,2023-06-14 11:13:13.020000,f.gallo,,
2182,374,530.0,0.1,1,,2022-04-14 18:56:40.157000,m.cannarozzo,,
2183,375,608.0,80.0,1,,2022-04-14 19:01:33.243000,m.cannarozzo,,
2184,375,188.0,0.1,1,,2022-04-14 19:01:48.250000,m.cannarozzo,,
2185,375,295.0,30.0,1,,2022-04-14 19:02:22.867000,m.cannarozzo,,
2186,375,789.0,0.1,1,,2022-04-14 19:04:57.617000,m.cannarozzo,,
2187,375,105.0,20.0,1,,2022-04-14 19:03:51.380000,m.cannarozzo,,
2188,375,500.0,5.0,1,,2022-04-14 19:04:08.807000,m.cannarozzo,,
2189,98,530.0,0.1,1,,2022-04-16 14:05:06.167000,m.cannarozzo,,
2190,376,608.0,80.0,1,,2022-04-19 14:35:16.970000,m.cannarozzo,,
2191,376,788.0,40.0,1,,2022-04-19 14:35:35.330000,m.cannarozzo,,
2192,376,105.0,5.0,1,,2022-04-19 14:35:48.327000,m.cannarozzo,,
2193,376,757.0,5.0,1,,2022-04-19 14:36:01.227000,m.cannarozzo,,
2194,376,188.0,5.0,1,,2022-04-19 14:36:11.710000,m.cannarozzo,,
2195,376,626.0,0.1,1,,2022-04-19 14:36:24.750000,m.cannarozzo,,
2196,376,451.0,5.0,1,,2022-04-19 14:36:44.500000,m.cannarozzo,,
2197,376,479.0,10.0,1,,2022-04-19 14:37:04.563000,m.cannarozzo,,
2198,378,339.0,150.0,1,,2022-04-19 16:58:31.020000,m.cannarozzo,,
2199,378,529.0,0.1,1,,2022-07-12 11:12:54.230000,m.cannarozzo,,
2200,378,648.0,20.0,1,,2022-04-19 16:59:36.710000,m.cannarozzo,2022-05-09 16:31:56.680000,m.cannarozzo
2201,378,451.0,8.0,1,,2022-04-19 17:00:00.313000,m.cannarozzo,,
2202,378,788.0,20.0,1,,2022-04-19 17:00:21.113000,m.cannarozzo,,
2203,378,687.0,20.0,1,,2022-04-19 17:00:59.253000,m.cannarozzo,,
2204,379,339.0,150.0,1,,2022-04-19 17:28:40.810000,m.cannarozzo,,
2205,379,531.0,30.0,1,,2022-04-19 17:29:26.330000,m.cannarozzo,,
2206,379,788.0,30.0,1,,2022-04-19 17:29:45.583000,m.cannarozzo,,
2207,379,562.0,20.0,1,,2022-04-19 17:30:04.880000,m.cannarozzo,,
2208,379,574.0,0.1,1,,2022-04-19 17:30:24.193000,m.cannarozzo,,
2209,365,833.0,120.0,1,,2022-04-19 17:41:12.637000,m.cannarozzo,,
2210,365,701.0,20.0,1,,2022-04-19 17:41:34.803000,m.cannarozzo,2022-06-27 14:35:46.230000,m.Cannarozzo
2211,365,761.0,20.0,1,,2022-04-19 17:41:50.060000,m.cannarozzo,2022-06-27 14:35:51.143000,m.Cannarozzo
2212,365,188.0,10.0,1,,2022-04-19 17:42:07.160000,m.cannarozzo,2022-06-27 14:36:06.433000,m.Cannarozzo
2213,365,146.0,10.0,1,,2022-04-19 17:42:19.123000,m.cannarozzo,2022-06-27 14:36:10.940000,m.Cannarozzo
2214,365,757.0,5.0,1,,2022-05-21 17:40:35.060000,m.cannarozzo,2022-06-27 14:36:31.580000,m.Cannarozzo
2215,365,105.0,5.0,1,,2022-04-19 17:42:50.387000,m.cannarozzo,2022-06-27 14:36:35.980000,m.Cannarozzo
2216,365,789.0,0.1,1,,2022-04-19 17:43:03.913000,m.cannarozzo,2022-06-27 14:36:42.890000,m.Cannarozzo
2217,365,626.0,0.1,1,,2022-04-19 17:43:15.813000,m.cannarozzo,2022-06-27 14:36:47.307000,m.Cannarozzo
2218,373,608.0,80.0,1,,2022-04-19 17:53:08.427000,m.cannarozzo,,
2219,373,105.0,5.0,1,,2022-04-19 17:53:21.173000,m.cannarozzo,,
2220,373,451.0,5.0,1,,2022-04-19 17:53:31.187000,m.cannarozzo,,
2221,373,757.0,5.0,1,,2022-04-19 17:53:46.337000,m.cannarozzo,,
2222,373,291.0,10.0,1,,2022-04-19 17:54:16.380000,m.cannarozzo,,
2223,373,338.0,10.0,1,,2022-04-19 17:54:32.450000,m.cannarozzo,,
2224,373,330.0,10.0,1,,2022-04-19 17:54:50.450000,m.cannarozzo,,
2225,373,295.0,10.0,1,,2022-04-19 17:55:10.670000,m.cannarozzo,,
2226,373,188.0,10.0,1,,2022-04-19 17:55:30.467000,m.cannarozzo,,
2227,372,608.0,80.0,1,,2022-04-19 17:56:31.617000,m.cannarozzo,2022-05-10 07:13:24.267000,m.cannarozzo
2228,372,188.0,5.0,1,,2022-04-19 17:56:53.020000,m.cannarozzo,,
2229,372,8.0,0.1,1,,2022-04-19 17:57:01.740000,m.cannarozzo,,
2230,372,105.0,5.0,1,,2022-04-19 17:57:11.023000,m.cannarozzo,2022-05-10 07:14:05.387000,m.cannarozzo
2231,372,757.0,5.0,1,ALLERGENE,2023-02-08 18:21:39.280000,M.CANNAROZZO,,
2232,372,574.0,0.1,1,,2022-04-19 17:57:31.583000,m.cannarozzo,,
2233,372,791.0,30.0,1,ALLERGENE,2023-02-08 18:21:27.647000,M.CANNAROZZO,,
2234,372,163.0,30.0,1,,2022-04-19 17:58:03.157000,m.cannarozzo,,
2235,369,373.0,100.0,1,,2022-04-19 19:05:28.347000,m.cannarozzo,,
2236,369,794.0,50.0,1,,2022-04-19 19:05:54.833000,m.cannarozzo,,
2237,369,506.0,20.0,1,,2022-04-19 19:06:08.890000,m.cannarozzo,,
2238,369,626.0,0.1,1,,2022-04-19 19:06:17.283000,m.cannarozzo,,
2239,289,417.0,0.1,1,,2022-04-27 08:57:35.517000,m.cannarozzo,,
2240,289,133.0,0.1,1,ALLERGENE,2023-08-16 10:34:19.717000,m.cannarozzo,,
2241,373,408.0,10.0,1,,2022-05-05 07:12:14.320000,m.cannarozzo,,
2242,378,191.0,10.0,1,,2022-05-09 16:31:35.120000,m.cannarozzo,,
2244,406,500.0,10.0,1,,2022-05-09 16:37:32.733000,m.cannarozzo,,
2245,379,188.0,10.0,1,,2022-05-09 16:39:06.477000,m.cannarozzo,,
2246,379,462.0,5.0,1,,2022-05-09 16:39:32.323000,m.cannarozzo,,
2247,285,244.0,20.0,1,,2022-05-09 17:00:33.927000,m.cannarozzo,,
2248,285,518.0,20.0,1,,2024-01-29 09:44:29.710000,f.gallo,,
2249,137,244.0,20.0,1,,2022-05-09 17:01:26.357000,m.cannarozzo,,
2250,137,518.0,20.0,1,,2024-01-29 11:36:58.330000,f.gallo,,
2251,275,244.0,20.0,1,,2022-05-09 17:02:24.607000,m.cannarozzo,,
2252,275,518.0,10.0,1,,2022-05-09 17:02:35.060000,m.cannarozzo,,
2253,250,244.0,20.0,1,,2022-05-09 17:03:19.503000,m.cannarozzo,,
2254,250,518.0,10.0,1,,2022-05-09 17:03:31.563000,m.cannarozzo,,
2255,231,244.0,20.0,1,,2022-05-09 17:04:31.483000,m.cannarozzo,,
2256,231,518.0,10.0,1,,2022-05-09 17:04:42.717000,m.cannarozzo,,
2257,407,373.0,70.0,1,,2022-05-09 17:51:01.667000,m.cannarozzo,,
2258,407,794.0,30.0,1,ALLERGENE,2023-03-27 10:08:32.297000,m.cannarozzo,,
2259,407,626.0,0.1,1,,2022-05-09 17:51:43.663000,m.cannarozzo,,
2260,407,529.0,0.1,1,,2022-05-09 17:51:51.057000,m.cannarozzo,,
2261,407,518.0,40.0,1,,2022-05-09 17:52:05.487000,m.cannarozzo,,
2264,165,330.0,0.1,1,,2022-05-21 17:27:22.300000,m.cannarozzo,,
2265,165,647.0,0.1,1,,2022-05-21 17:27:34.670000,m.cannarozzo,,
2266,165,451.0,0.1,1,,2022-05-21 17:27:48.757000,m.cannarozzo,,
2267,393,834.0,120.0,1,ALLERGENE,2023-05-08 12:31:19.233000,m.cannarozzo,,
2268,393,701.0,20.0,1,,2022-05-21 17:41:54.247000,m.cannarozzo,2022-06-27 14:39:09.517000,m.Cannarozzo
2269,393,763.0,20.0,1,,2022-05-21 17:42:10.907000,m.cannarozzo,2022-06-27 14:39:18.860000,m.Cannarozzo
2270,393,188.0,10.0,1,,2022-05-21 17:42:27.020000,m.cannarozzo,2022-06-27 14:39:29.140000,m.Cannarozzo
2271,393,146.0,10.0,1,,2022-05-21 17:42:38.503000,m.cannarozzo,2022-06-27 14:39:36.393000,m.Cannarozzo
2272,393,757.0,5.0,1,,2022-05-21 17:42:54.617000,m.cannarozzo,2022-06-27 14:39:45.597000,m.Cannarozzo
2273,393,105.0,5.0,1,,2022-05-21 17:43:08.923000,m.cannarozzo,2022-06-27 14:39:52.710000,m.Cannarozzo
2274,393,789.0,0.1,1,,2022-05-21 17:43:18.597000,m.cannarozzo,2022-06-27 14:39:58.063000,m.Cannarozzo
2275,393,626.0,0.1,1,,2022-05-21 17:43:26.630000,m.cannarozzo,2022-06-27 14:40:15.300000,m.Cannarozzo
2276,402,511.0,80.0,1,,2022-05-21 17:44:25.690000,m.cannarozzo,,
2277,402,701.0,20.0,1,,2022-05-21 17:45:05.157000,m.cannarozzo,2022-06-27 14:41:41.520000,m.Cannarozzo
2278,402,763.0,20.0,1,,2022-05-21 17:45:16.483000,m.cannarozzo,2022-06-27 14:41:48.323000,m.Cannarozzo
2279,402,188.0,10.0,1,,2022-05-21 17:45:28.683000,m.cannarozzo,2022-06-27 14:41:55.937000,m.Cannarozzo
2280,402,146.0,10.0,1,,2022-05-21 17:45:41.850000,m.cannarozzo,2022-06-27 14:42:01.707000,m.Cannarozzo
2281,402,757.0,5.0,1,,2022-05-21 17:45:54.830000,m.cannarozzo,2022-06-27 14:42:06.777000,m.Cannarozzo
2282,402,105.0,5.0,1,,2022-05-21 17:46:06.387000,m.cannarozzo,2022-06-27 14:42:13.347000,m.Cannarozzo
2283,402,789.0,0.1,1,,2022-05-21 17:46:17.900000,m.cannarozzo,2022-06-27 14:42:18.570000,m.Cannarozzo
2284,402,626.0,0.1,1,,2022-05-21 17:46:27.900000,m.cannarozzo,2022-06-27 14:42:22.783000,m.Cannarozzo
2285,392,511.0,80.0,1,,2022-05-21 17:47:07.510000,m.cannarozzo,,
2286,392,146.0,15.0,1,,2022-05-21 17:47:30.567000,m.cannarozzo,,
2287,392,788.0,20.0,1,,2022-05-21 17:47:44.357000,m.cannarozzo,,
2288,392,188.0,5.0,1,,2024-04-29 15:32:28.567000,s.diberti,,
2289,392,451.0,5.0,1,,2022-05-21 17:48:09.347000,m.cannarozzo,,
2290,392,626.0,0.1,1,,2022-05-21 17:48:18.193000,m.cannarozzo,,
2291,401,831.0,80.0,1,,2022-05-21 17:53:27.387000,m.cannarozzo,,
2292,401,701.0,20.0,1,,2022-05-21 17:53:42.580000,m.cannarozzo,2022-06-27 14:48:48.993000,m.Cannarozzo
2293,401,763.0,20.0,1,,2022-05-21 17:53:54.483000,m.cannarozzo,2022-06-27 14:48:54.000000,m.Cannarozzo
2294,401,188.0,10.0,1,,2022-05-21 17:54:06.603000,m.cannarozzo,2022-06-27 14:49:09.693000,m.Cannarozzo
2295,401,146.0,10.0,1,,2022-05-21 17:54:16.760000,m.cannarozzo,2022-06-27 14:49:16.183000,m.Cannarozzo
2296,401,757.0,5.0,1,,2022-05-21 17:54:39.863000,m.cannarozzo,2022-06-27 14:49:19.913000,m.Cannarozzo
2297,401,105.0,5.0,1,,2022-05-21 17:54:59.020000,m.cannarozzo,2022-06-27 14:49:25.590000,m.Cannarozzo
2298,401,789.0,0.1,1,,2022-05-21 17:55:11.233000,m.cannarozzo,2022-06-27 14:49:29.380000,m.Cannarozzo
2299,401,626.0,0.1,1,,2022-05-21 17:55:20.017000,m.cannarozzo,2022-06-27 14:49:35.653000,m.Cannarozzo
2300,410,565.0,80.0,1,,2022-05-21 18:06:39.210000,m.cannarozzo,,
2301,410,831.0,80.0,1,,2022-05-21 18:06:56.383000,m.cannarozzo,,
2302,410,412.0,30.0,1,,2022-05-21 18:08:49.080000,m.cannarozzo,,
2303,410,532.0,10.0,1,,2022-05-21 18:09:02.340000,m.cannarozzo,,
2304,410,451.0,5.0,1,,2022-05-21 18:09:17.377000,m.cannarozzo,,
2305,410,133.0,1.0,1,,2022-05-21 18:09:31.980000,m.cannarozzo,,
2306,410,574.0,0.1,1,,2022-05-21 18:09:43.943000,m.cannarozzo,,
2307,410,57.0,0.1,1,,2022-05-21 18:09:53.180000,m.cannarozzo,,
2308,410,626.0,0.1,1,,2022-05-21 18:10:15.783000,m.cannarozzo,,
2309,410,530.0,0.1,1,,2022-05-21 18:10:31.430000,m.cannarozzo,,
2310,410,757.0,0.1,1,,2022-05-21 18:10:45.673000,m.cannarozzo,,
2311,362,355.0,35.0,1,ALLERGENE,2023-04-29 16:07:22.917000,m.cannarozzo,,
2312,423,761.0,140.0,1,,2022-06-02 16:54:06.560000,m.cannarozzo,,
2313,423,626.0,0.1,1,,2022-06-02 16:54:17.010000,m.cannarozzo,,
2315,423,757.0,8.0,1,ALLERGENE,2023-03-27 10:35:05.640000,m.cannarozzo,,
2316,423,8.0,0.1,1,,2022-06-02 16:54:51.907000,m.cannarozzo,,
2317,423,612.0,0.1,1,,2024-04-19 12:01:14.513000,v.giurdanella,,
2318,423,841.0,10.0,1,ALLERGENE,2024-04-19 12:00:56.053000,v.giurdanella,,
2319,313,531.0,5.0,1,,2022-06-02 17:01:24.983000,m.cannarozzo,,
2320,415,715.0,110.0,1,,2022-06-02 17:53:52.830000,m.cannarozzo,,
2321,415,757.0,5.0,1,ALLERGENE,2023-03-27 10:33:30.730000,m.cannarozzo,,
2322,415,451.0,5.0,1,,2022-06-02 17:54:22.470000,m.cannarozzo,,
2323,415,626.0,0.1,1,,2022-06-02 17:54:33.233000,m.cannarozzo,,
2324,415,529.0,0.1,1,,2022-06-02 17:54:48.677000,m.cannarozzo,,
2325,415,836.0,0.1,1,,2022-06-02 17:55:00.173000,m.cannarozzo,,
2326,415,8.0,0.1,1,,2022-06-02 17:55:09.580000,m.cannarozzo,2023-05-26 11:56:32.417000,f.gallo
2327,415,388.0,30.0,1,ALLERGENE,2023-05-08 12:38:27.213000,m.cannarozzo,,
2328,415,322.0,15.0,1,ALLERGENE,2023-03-27 10:33:22.407000,m.cannarozzo,,
2329,372,566.0,0.1,1,,2022-06-02 17:56:52.197000,m.cannarozzo,,
2330,387,794.0,100.0,1,,2022-06-02 18:02:28.170000,m.cannarozzo,,
2333,387,451.0,8.0,1,,2022-06-02 18:04:16.417000,m.cannarozzo,,
2334,387,626.0,0.1,1,,2022-06-02 18:04:24.577000,m.cannarozzo,,
2335,387,529.0,0.1,1,,2022-06-02 18:04:31.207000,m.cannarozzo,,
2336,387,373.0,50.0,1,,2022-06-02 18:04:52.313000,m.cannarozzo,,
2337,369,529.0,0.1,1,,2022-06-02 18:10:27.543000,m.cannarozzo,,
2338,369,574.0,0.1,1,,2022-06-02 18:10:38.133000,m.cannarozzo,,
2339,369,518.0,30.0,1,,2022-06-02 18:11:04.450000,m.cannarozzo,,
2340,369,566.0,0.1,1,,2022-06-02 18:11:25.403000,m.cannarozzo,,
2341,369,485.0,20.0,1,,2022-06-02 18:11:56.463000,m.cannarozzo,,
2342,369,451.0,0.1,1,,2022-06-02 18:12:13.653000,m.cannarozzo,,
2343,429,8.0,0.1,1,,2022-07-18 09:50:59.457000,m.cannarozzo,,
2344,429,451.0,8.0,1,,2022-07-10 17:42:29.277000,m.cannarozzo,,
2345,429,485.0,20.0,1,ALLERGENE,2023-11-09 09:02:56.400000,v.giurdanella,,
2346,429,531.0,20.0,1,,2022-07-10 17:40:58.367000,m.cannarozzo,,
2347,429,529.0,0.1,1,,2022-06-02 18:19:34.087000,m.cannarozzo,,
2348,429,626.0,0.1,1,,2022-06-02 18:19:43.620000,m.cannarozzo,,
2349,429,188.0,20.0,1,,2022-07-10 17:41:06.550000,m.cannarozzo,,
2350,429,561.0,80.0,1,,2022-07-10 17:41:59.840000,m.cannarozzo,,
2351,429,4.0,0.1,1,ALLERGENE,2023-11-09 09:03:03.180000,v.giurdanella,,
2352,389,531.0,100.0,1,,2022-06-02 19:07:23.500000,m.cannarozzo,,
2353,389,518.0,110.0,1,,2022-06-02 19:07:36.963000,m.cannarozzo,,
2354,389,562.0,30.0,1,,2022-06-02 19:07:54.077000,m.cannarozzo,,
2355,389,188.0,0.1,1,,2022-06-02 19:11:11.747000,m.cannarozzo,,
2356,389,836.0,0.1,1,,2022-06-02 19:11:26.567000,m.cannarozzo,,
2357,389,451.0,0.1,1,,2022-06-02 19:11:35.083000,m.cannarozzo,,
2358,363,518.0,20.0,1,,2022-06-06 08:58:50.630000,M.CANNAROZZO,,
2359,363,146.0,10.0,1,,2022-06-06 08:59:03.377000,M.CANNAROZZO,2022-08-16 07:08:56.077000,m.cannarozzo
2360,363,836.0,0.1,1,,2022-06-06 08:59:58.583000,M.CANNAROZZO,,
2361,378,647.0,10.0,1,ALLERGENE,2023-03-27 10:20:31.677000,m.cannarozzo,,
2362,383,788.0,120.0,1,,2024-04-19 11:33:02.887000,v.giurdanella,,
