id,fkPreparazione,fkAlimento,quantita,fkTipoQuantita,note,dataInserimento,utenteInserimento,dataCancellazione,utenteCancellazione
1199,225,794.0,10.0,1,ALLERGENE,2023-02-20 10:18:10.060000,m.cannarozzo,,
1200,225,454.0,10.0,1,ALLERGENE,2023-02-20 10:18:20.687000,m.cannarozzo,,
1201,225,492.0,5.0,1,ALLERGENE,2023-02-20 10:18:29.180000,m.cannarozzo,,
1202,225,254.0,2.0,1,ALLERGENE,2023-02-20 10:18:37.797000,m.cannarozzo,,
1203,225,258.0,2.0,1,,2021-02-12 15:24:29.943000,m.cannarozzo,,
1204,225,626.0,0.1,1,,2021-02-12 15:24:41.970000,m.cannarozzo,,
1205,164,810.0,200.0,1,,2021-02-12 15:27:07.363000,m.cannarozzo,,
1206,164,451.0,6.0,1,,2021-02-12 15:27:25.707000,m.cannarozzo,,
1207,164,688.0,3.0,1,,2021-02-12 15:27:53.007000,m.cannarozzo,,
1208,164,626.0,0.1,1,,2021-02-12 15:28:02.960000,m.cannarozzo,,
1209,228,795.0,200.0,1,,2021-02-12 15:29:38.400000,m.cannarozzo,,
1211,228,462.0,8.0,1,,2021-02-12 15:30:41.817000,m.cannarozzo,,
1212,228,188.0,8.0,1,,2021-02-12 15:30:54.857000,m.cannarozzo,,
1213,228,757.0,5.0,1,,2021-02-12 15:31:11.283000,m.cannarozzo,,
1214,228,451.0,5.0,1,,2021-02-12 15:31:30.330000,m.cannarozzo,,
1215,228,1.0,4.0,1,,2021-02-12 15:31:45.727000,m.cannarozzo,,
1216,228,133.0,4.0,1,,2021-02-12 15:32:09.660000,m.cannarozzo,,
1217,228,574.0,1.0,1,,2021-02-12 15:32:25.697000,m.cannarozzo,,
1218,228,626.0,0.1,1,,2021-02-12 15:32:41.937000,m.cannarozzo,,
1219,228,529.0,0.1,1,,2021-02-12 15:32:49.423000,m.cannarozzo,,
1220,237,716.0,80.0,1,,2021-02-22 11:29:50.267000,e.governa,,
1221,254,833.0,120.0,1,,2021-03-09 14:08:58.843000,m.cannarozzo,,
1223,254,626.0,0.1,1,,2021-03-09 14:09:46.690000,m.cannarozzo,,
1224,255,834.0,200.0,1,,2021-03-09 14:11:46.827000,m.cannarozzo,,
1226,255,291.0,20.0,1,,2021-03-09 14:12:38.967000,m.cannarozzo,,
1227,255,626.0,0.1,1,,2021-03-09 14:12:46.453000,m.cannarozzo,,
1228,256,792.0,200.0,1,,2021-03-09 14:14:27.217000,m.cannarozzo,,
1229,256,511.0,30.0,1,,2021-03-09 14:14:49.713000,m.cannarozzo,,
1230,256,789.0,0.1,1,,2021-03-09 14:15:14.173000,m.cannarozzo,,
1232,229,833.0,120.0,1,ALLERGENE,2023-02-13 12:11:00.530000,m.cannarozzo,,
1234,229,626.0,0.1,1,,2021-03-10 17:05:00.147000,m.cannarozzo,,
1235,257,833.0,120.0,1,ALLERGENE,2023-02-13 12:07:22.823000,m.cannarozzo,,
1237,257,626.0,0.1,1,,2021-03-10 17:07:25.307000,m.cannarozzo,,
1238,230,834.0,200.0,1,ALLERGENE,2023-02-20 10:11:22.907000,m.cannarozzo,,
1240,230,291.0,10.0,1,ALLERGENE,2023-02-20 10:11:41.087000,m.cannarozzo,,
1241,230,626.0,0.1,1,,2021-03-10 17:32:58.187000,m.cannarozzo,,
1242,236,792.0,160.0,1,ALLERGENE,2024-01-29 11:23:02.803000,f.gallo,,
1243,236,511.0,10.0,1,ALLERGENE,2024-01-29 11:22:31.673000,f.gallo,,
1245,236,789.0,0.1,1,ALLERGENE,2023-02-20 11:01:06.580000,m.cannarozzo,,
1246,233,511.0,100.0,1,,2021-03-10 17:59:01.127000,m.cannarozzo,,
1247,233,159.0,100.0,1,,2021-03-10 17:59:23.780000,m.cannarozzo,,
1248,233,451.0,10.0,1,,2021-03-10 17:59:46.557000,m.cannarozzo,,
1249,233,133.0,2.0,1,,2021-03-10 18:00:02.033000,m.cannarozzo,,
1250,233,2.0,2.0,1,,2021-03-10 18:00:23.007000,m.cannarozzo,,
1251,233,530.0,0.1,1,,2021-03-10 18:00:34.377000,m.cannarozzo,,
1252,233,626.0,0.1,1,,2021-03-10 18:00:44.003000,m.cannarozzo,,
1253,232,511.0,100.0,1,ALLERGENE,2023-02-08 12:56:06.370000,f.gallo,,
1254,232,451.0,10.0,1,,2021-03-10 18:04:07.543000,m.cannarozzo,,
1255,232,133.0,2.0,1,,2021-03-10 18:04:23.347000,m.cannarozzo,2022-10-18 12:23:02.717000,m.cannarozzo
1256,232,3.0,2.0,1,ALLERGENE,2023-02-08 12:57:24.450000,f.gallo,,
1257,232,530.0,0.1,1,,2021-03-10 18:04:54.467000,m.cannarozzo,,
1258,232,626.0,0.1,1,,2021-03-10 18:05:02.190000,m.cannarozzo,,
1259,250,831.0,80.0,1,,2021-03-10 18:15:44.397000,m.cannarozzo,,
1260,250,804.0,10.0,1,,2021-03-10 18:15:56.783000,m.cannarozzo,,
1261,250,451.0,8.0,1,,2021-03-10 18:16:14.287000,m.cannarozzo,,
1262,250,626.0,0.1,1,,2021-03-10 18:16:20.793000,m.cannarozzo,,
1263,251,831.0,80.0,1,,2021-03-10 18:51:03.197000,m.cannarozzo,,
1265,251,451.0,8.0,1,,2021-03-10 18:52:17.283000,m.cannarozzo,,
1266,251,188.0,8.0,1,,2021-03-10 18:52:38.063000,m.cannarozzo,,
1267,251,480.0,6.0,1,,2021-03-10 18:52:56.673000,m.cannarozzo,,
1268,251,579.0,2.0,1,,2021-03-10 18:53:15.940000,m.cannarozzo,,
1269,251,757.0,2.0,1,,2021-03-10 18:53:31.367000,m.cannarozzo,,
1270,251,626.0,0.1,1,,2021-03-10 18:53:42.537000,m.cannarozzo,,
1271,251,529.0,0.1,1,,2021-03-10 18:53:48.670000,m.cannarozzo,,
1272,231,511.0,100.0,1,,2021-03-10 18:55:11.883000,m.cannarozzo,,
1273,231,804.0,10.0,1,,2021-03-10 18:55:27.810000,m.cannarozzo,,
1274,231,451.0,8.0,1,,2021-03-10 18:55:46.373000,m.cannarozzo,,
1275,231,626.0,0.1,1,,2021-03-10 18:55:55.423000,m.cannarozzo,,
1276,253,608.0,80.0,1,,2021-03-10 18:57:47.467000,m.cannarozzo,,
1277,253,451.0,8.0,1,,2021-03-10 18:58:14.000000,m.cannarozzo,,
1278,253,757.0,5.0,1,,2021-03-10 18:58:33.110000,m.cannarozzo,,
1279,253,8.0,0.5,1,,2024-04-29 15:36:33.910000,s.diberti,,
1280,253,574.0,3.0,1,,2024-04-29 15:36:46.830000,s.diberti,,
1281,253,626.0,0.5,1,,2024-04-29 15:36:52.317000,s.diberti,,
1283,253,790.0,30.0,1,,2021-03-10 19:00:22.593000,m.cannarozzo,,
1284,253,530.0,0.5,1,,2024-04-29 15:36:22.170000,s.diberti,,
1285,248,511.0,80.0,1,,2021-03-10 19:06:13.290000,m.cannarozzo,,
1286,248,626.0,0.1,1,,2021-03-10 19:06:55.240000,m.cannarozzo,,
1287,248,105.0,10.0,1,,2021-03-10 19:07:07.767000,m.cannarozzo,,
1288,249,809.0,120.0,1,,2021-03-11 17:45:14.377000,m.cannarozzo,,
1290,249,466.0,0.1,1,,2021-03-11 17:45:47.557000,m.cannarozzo,,
1291,249,506.0,5.0,1,,2021-03-11 17:47:02.267000,m.cannarozzo,2022-01-19 13:35:19.030000,m.cannarozzo
1292,247,557.0,110.0,1,,2021-03-11 17:52:55.773000,m.cannarozzo,,
1293,247,794.0,30.0,1,,2021-03-11 17:49:41.687000,m.cannarozzo,,
1294,247,518.0,20.0,1,,2021-03-11 17:53:02.823000,m.cannarozzo,,
1295,247,506.0,5.0,1,,2021-03-11 17:50:14.620000,m.cannarozzo,,
1296,247,529.0,0.1,1,,2021-03-11 17:50:34.027000,m.cannarozzo,,
1297,247,626.0,0.1,1,,2021-03-11 17:50:41.813000,m.cannarozzo,,
1298,240,761.0,100.0,1,,2021-03-11 17:54:14.947000,m.cannarozzo,,
1299,240,794.0,30.0,1,,2021-03-11 17:54:36.897000,m.cannarozzo,,
1300,240,518.0,50.0,1,,2021-03-11 17:54:55.397000,m.cannarozzo,,
1301,240,506.0,5.0,1,,2021-03-11 17:55:13.103000,m.cannarozzo,,
1302,240,626.0,0.1,1,,2021-03-11 17:55:22.400000,m.cannarozzo,,
1303,240,529.0,0.1,1,,2021-03-11 17:55:29.827000,m.cannarozzo,,
1304,242,794.0,100.0,1,ALLERGENE,2023-02-21 12:27:55.810000,m.cannarozzo,,
1305,242,518.0,40.0,1,,2021-03-11 18:00:57.133000,m.cannarozzo,,
1306,242,506.0,5.0,1,ALLERGENE,2023-02-21 12:28:08.617000,m.cannarozzo,,
1307,242,451.0,6.0,1,,2021-03-11 18:02:06.553000,m.cannarozzo,,
1308,242,626.0,0.1,1,,2021-03-11 18:02:22.857000,m.cannarozzo,,
1309,242,529.0,0.1,1,,2021-03-11 18:02:32.437000,m.cannarozzo,,
1310,244,715.0,120.0,1,,2021-03-11 18:06:14.740000,m.cannarozzo,,
1311,244,794.0,10.0,1,ALLERGENE,2023-08-07 12:15:46.300000,m.cannarozzo,,
1312,244,492.0,10.0,1,ALLERGENE,2023-08-07 12:15:56.820000,m.cannarozzo,,
1313,244,574.0,0.1,1,,2021-03-11 18:07:30.043000,m.cannarozzo,,
1314,244,626.0,0.1,1,,2021-03-11 18:07:40.277000,m.cannarozzo,,
1315,244,529.0,0.1,1,,2021-03-11 18:07:50.513000,m.cannarozzo,,
1316,244,455.0,0.1,1,per frittura,2021-03-11 18:09:05.020000,m.cannarozzo,,
1317,245,810.0,180.0,1,,2021-03-11 18:12:52.957000,m.cannarozzo,,
1318,245,451.0,5.0,1,,2021-03-11 18:13:31.740000,m.cannarozzo,,
1319,245,574.0,2.0,1,,2021-03-11 18:13:51.567000,m.cannarozzo,,
1320,245,757.0,5.0,1,,2021-03-11 18:14:33.797000,m.cannarozzo,,
1321,245,687.0,3.0,1,,2021-03-11 18:14:55.640000,m.cannarozzo,,
1322,245,8.0,0.1,1,,2021-03-11 18:15:09.197000,m.cannarozzo,,
1323,245,626.0,0.1,1,,2021-03-11 18:15:42.317000,m.cannarozzo,,
1324,245,529.0,0.1,1,,2021-03-11 18:15:51.503000,m.cannarozzo,,
1325,246,795.0,180.0,1,,2021-03-11 18:16:57.290000,m.cannarozzo,,
1326,246,757.0,5.0,1,,2021-03-11 18:17:11.223000,m.cannarozzo,,
1327,246,451.0,5.0,1,,2021-03-11 18:17:32.610000,m.cannarozzo,,
1328,246,687.0,3.0,1,,2021-03-11 18:17:59.817000,m.cannarozzo,,
1329,246,574.0,2.0,1,,2021-03-11 18:18:15.323000,m.cannarozzo,,
1330,246,8.0,0.1,1,,2021-03-11 18:18:32.000000,m.cannarozzo,,
1331,246,626.0,0.1,1,,2021-03-11 18:18:39.333000,m.cannarozzo,,
1332,246,529.0,0.1,1,,2021-03-11 18:18:46.290000,m.cannarozzo,,
1333,241,763.0,100.0,1,,2021-03-11 18:20:44.213000,m.cannarozzo,,
1334,241,518.0,30.0,1,,2021-03-11 18:20:58.380000,m.cannarozzo,,
1336,241,794.0,20.0,1,ALLERGENE,2023-02-20 08:26:42.437000,m.cannarozzo,,
1337,241,574.0,0.1,1,,2021-03-11 18:21:44.837000,m.cannarozzo,,
1338,241,626.0,0.1,1,,2021-03-11 18:21:52.077000,m.cannarozzo,,
1339,241,529.0,0.1,1,,2021-03-11 18:21:59.033000,m.cannarozzo,,
1341,243,557.0,120.0,1,,2021-03-11 18:23:32.107000,m.cannarozzo,,
1342,243,254.0,10.0,1,ALLERGENE,2023-03-27 10:48:50.173000,m.cannarozzo,,
1343,243,455.0,10.0,1,,2023-03-27 10:50:18.190000,m.cannarozzo,,
1344,243,95.0,10.0,1,ALLERGENE,2023-03-27 10:50:28.857000,m.cannarozzo,,
1345,243,803.0,0.1,1,,2021-03-11 18:24:54.803000,m.cannarozzo,,
1346,243,408.0,10.0,1,,2022-01-01 17:35:58.413000,m.cannarozzo,,
1347,243,626.0,0.1,1,,2021-03-11 18:25:32.837000,m.cannarozzo,,
1348,252,715.0,120.0,1,,2021-03-11 18:26:28.827000,m.cannarozzo,,
1350,252,467.0,0.1,1,,2021-03-11 18:26:53.490000,m.cannarozzo,,
1351,252,506.0,5.0,1,,2021-03-11 18:27:06.127000,m.cannarozzo,2022-01-19 13:41:17.573000,m.cannarozzo
1352,252,626.0,0.1,1,,2021-03-11 18:27:13.147000,m.cannarozzo,,
1353,234,761.0,130.0,1,,2021-03-11 18:53:38.117000,m.cannarozzo,,
1356,234,759.0,20.0,1,ALLERGENE,2023-03-10 19:32:40.157000,m.cannarozzo,,
1357,234,95.0,5.0,1,ALLERGENE,2023-03-10 19:32:48.050000,m.cannarozzo,,
1358,234,626.0,0.1,1,,2021-03-11 18:55:55.697000,m.cannarozzo,,
1359,234,529.0,0.1,1,,2021-03-11 18:56:07.600000,m.cannarozzo,,
1360,235,146.0,200.0,1,,2021-03-11 19:04:17.563000,m.cannarozzo,,
1361,235,451.0,12.0,1,,2021-03-11 19:04:38.657000,m.cannarozzo,,
1362,235,626.0,0.1,1,,2021-03-11 19:04:59.340000,m.cannarozzo,,
1363,238,146.0,200.0,1,,2021-03-11 19:15:40.767000,m.cannarozzo,,
1364,238,451.0,12.0,1,,2021-03-11 19:15:56.540000,m.cannarozzo,,
1365,238,626.0,0.1,1,,2021-03-11 19:16:16.447000,m.cannarozzo,,
1366,238,612.0,0.1,1,,2021-03-11 19:16:26.727000,m.cannarozzo,,
1367,238,8.0,0.1,1,,2021-03-11 19:16:34.743000,m.cannarozzo,,
1368,239,244.0,200.0,1,,2021-03-16 16:17:13.000000,M.CANNAROZZO,,
1369,239,451.0,12.0,1,,2021-03-16 16:17:27.897000,M.CANNAROZZO,,
1370,239,626.0,0.1,1,,2021-03-16 16:17:35.323000,M.CANNAROZZO,,
1371,232,835.0,100.0,1,,2021-03-16 16:31:46.123000,M.CANNAROZZO,,
1372,138,8.0,0.1,1,,2021-04-04 18:15:42.870000,m.cannarozzo,2023-02-09 12:19:18.710000,m.cannarozzo
1373,138,574.0,0.1,1,,2021-04-06 11:45:28.777000,m.cannarozzo,,
1374,129,836.0,0.1,1,,2021-04-06 13:52:55.800000,m.cannarozzo,,
1375,72,836.0,0.1,1,,2021-04-06 13:53:51.760000,m.cannarozzo,,
1376,71,836.0,0.1,1,,2021-04-06 13:54:22.897000,m.cannarozzo,,
1377,242,836.0,0.1,1,,2021-04-06 13:54:59.730000,m.cannarozzo,,
1378,112,836.0,0.1,1,,2021-04-06 13:55:34.207000,m.cannarozzo,,
1379,28,836.0,0.1,1,,2021-04-06 13:58:26.047000,m.cannarozzo,,
1380,46,836.0,0.1,1,,2021-04-06 14:01:27.680000,m.cannarozzo,,
1381,138,836.0,0.1,1,,2021-04-06 14:03:05.323000,m.cannarozzo,,
1382,141,836.0,0.1,1,,2021-04-06 14:03:45.243000,m.cannarozzo,,
1383,125,836.0,0.1,1,,2021-04-06 14:04:30.003000,m.cannarozzo,,
1384,105,836.0,0.1,1,,2021-04-06 14:06:04.137000,m.cannarozzo,,
1385,29,836.0,0.1,1,,2021-04-06 14:07:00.857000,m.cannarozzo,,
1386,258,196.0,150.0,1,,2021-04-30 16:31:22.120000,m.cannarozzo,,
1388,258,757.0,5.0,1,ALLERGENE,2023-02-20 09:40:15.937000,m.cannarozzo,,
1389,258,565.0,5.0,1,,2021-04-30 16:32:19.217000,m.cannarozzo,,
1390,258,612.0,0.1,1,,2021-04-30 16:32:33.240000,m.cannarozzo,,
1391,258,836.0,0.1,1,,2021-04-30 16:32:43.710000,m.cannarozzo,,
1392,33,8.0,0.1,1,,2021-05-13 12:34:53.603000,m.cannarozzo,,
1393,268,833.0,125.0,1,ALLERGENE,2023-08-07 11:29:58.647000,m.cannarozzo,,
1394,268,105.0,12.0,1,ALLERGENE,2023-08-07 11:30:07.443000,m.cannarozzo,,
1395,268,634.0,3.0,1,,2024-01-25 11:01:55.890000,f.gallo,,
1396,268,626.0,0.1,1,,2021-05-22 16:15:58.063000,m.cannarozzo,,
1397,265,511.0,80.0,1,,2021-05-22 16:33:14.447000,m.cannarozzo,,
1399,265,412.0,50.0,1,,2021-05-22 16:34:21.837000,m.cannarozzo,,
1400,265,451.0,5.0,1,,2021-05-22 16:35:11.603000,m.cannarozzo,,
1401,265,804.0,3.0,1,,2021-05-22 16:35:31.010000,m.cannarozzo,,
1402,265,626.0,0.1,1,,2021-05-22 16:35:41.680000,m.cannarozzo,,
1403,273,830.0,80.0,1,,2021-05-22 16:36:30.153000,m.cannarozzo,,
1405,273,412.0,50.0,1,,2021-05-22 16:37:08.497000,m.cannarozzo,,
1406,273,451.0,5.0,1,,2021-05-22 16:37:26.063000,m.cannarozzo,,
1407,273,804.0,3.0,1,,2021-05-22 16:37:41.757000,m.cannarozzo,,
1408,273,626.0,0.1,1,,2021-05-22 16:37:51.383000,m.cannarozzo,,
1409,270,831.0,80.0,1,,2021-05-22 16:38:37.967000,m.cannarozzo,,
1411,270,412.0,50.0,1,,2021-05-22 16:39:06.453000,m.cannarozzo,,
1412,270,451.0,5.0,1,,2021-05-22 16:39:22.457000,m.cannarozzo,,
1413,270,804.0,3.0,1,,2021-05-22 16:39:39.040000,m.cannarozzo,,
1414,270,626.0,0.1,1,,2021-05-22 16:39:51.320000,m.cannarozzo,,
1415,272,830.0,80.0,1,,2021-05-22 16:42:41.973000,m.cannarozzo,,
1416,272,788.0,80.0,1,,2021-05-22 16:43:02.300000,m.cannarozzo,,
1417,272,479.0,10.0,1,,2021-05-22 16:43:21.707000,m.cannarozzo,,
1418,272,188.0,8.0,1,,2021-05-22 16:43:33.483000,m.cannarozzo,,
1419,272,626.0,0.1,1,,2021-05-22 16:43:41.863000,m.cannarozzo,,
1420,272,529.0,0.1,1,,2021-05-22 16:43:49.147000,m.cannarozzo,,
1421,269,831.0,80.0,1,,2021-05-22 16:44:45.107000,m.cannarozzo,,
1422,269,788.0,80.0,1,,2021-05-22 16:45:13.107000,m.cannarozzo,,
1423,269,479.0,10.0,1,,2021-05-22 16:45:28.630000,m.cannarozzo,,
1424,269,188.0,8.0,1,,2021-05-22 16:45:41.143000,m.cannarozzo,,
1425,269,626.0,0.1,1,,2021-05-22 16:45:49.300000,m.cannarozzo,,
1426,269,529.0,0.1,1,,2021-05-22 16:45:57.197000,m.cannarozzo,,
1427,259,608.0,80.0,1,,2021-05-22 16:53:09.997000,m.cannarozzo,,
1428,259,788.0,10.0,1,,2024-04-24 15:33:29.527000,s.diberti,,
1429,259,545.0,10.0,1,,2021-05-22 16:54:44.800000,m.cannarozzo,,
1430,259,572.0,10.0,1,,2021-05-22 16:54:57.610000,m.cannarozzo,,
1431,259,565.0,10.0,1,,2021-05-22 16:55:22.507000,m.cannarozzo,,
1432,259,531.0,10.0,1,,2021-05-22 16:55:43.507000,m.cannarozzo,,
1434,259,789.0,0.1,1,ALLERGENE,2023-05-08 12:02:49.093000,m.cannarozzo,,
1435,259,626.0,0.1,1,,2021-05-22 16:56:25.253000,m.cannarozzo,,
1436,261,794.0,120.0,1,ALLERGENE,2024-04-24 15:53:59.943000,v.giurdanella,,
1437,261,788.0,40.0,1,,2021-05-22 17:45:19.793000,m.cannarozzo,,
1438,261,451.0,6.0,1,,2021-05-22 17:45:33.070000,m.cannarozzo,,
1439,261,506.0,10.0,1,ALLERGENE,2024-04-24 15:52:50.760000,v.giurdanella,,
1440,261,626.0,0.1,1,,2021-05-22 17:45:59.153000,m.cannarozzo,,
1441,262,810.0,180.0,1,,2021-05-22 17:50:45.420000,m.cannarozzo,,
1442,262,451.0,6.0,1,,2021-05-22 17:50:58.777000,m.cannarozzo,,
1443,262,687.0,3.0,1,,2021-05-22 17:51:33.423000,m.cannarozzo,,
1444,262,757.0,3.0,1,,2021-05-22 17:51:48.603000,m.cannarozzo,,
1445,262,518.0,30.0,1,,2021-05-22 17:53:55.933000,m.cannarozzo,,
1446,262,574.0,2.0,1,,2021-05-22 17:54:07.633000,m.cannarozzo,,
1447,262,133.0,0.1,1,,2021-05-22 17:54:24.590000,m.cannarozzo,,
1448,262,3.0,0.1,1,,2021-05-22 17:54:40.597000,m.cannarozzo,,
1449,271,761.0,130.0,1,,2021-05-22 17:58:51.170000,m.cannarozzo,,
1450,271,545.0,25.0,1,ALLERGENE,2023-03-27 12:02:47.890000,m.cannarozzo,,
1451,271,146.0,25.0,1,,2021-05-22 17:59:24.667000,m.cannarozzo,,
1454,271,759.0,10.0,1,ALLERGENE,2023-02-21 12:30:52.837000,m.cannarozzo,,
1455,271,451.0,8.0,1,,2021-05-22 18:00:25.693000,m.cannarozzo,,
1456,271,626.0,0.1,1,,2021-05-22 18:00:33.743000,m.cannarozzo,,
1457,271,529.0,0.1,1,,2021-05-22 18:00:46.817000,m.cannarozzo,,
1458,271,836.0,0.1,1,,2021-05-22 18:01:06.003000,m.cannarozzo,,
1459,267,761.0,130.0,1,,2021-05-22 18:01:51.167000,m.cannarozzo,,
1460,267,531.0,50.0,1,,2021-05-22 18:02:18.063000,m.cannarozzo,,
1463,267,757.0,10.0,1,,2021-05-22 18:03:01.150000,m.cannarozzo,,
1464,267,451.0,8.0,1,,2021-05-22 18:03:12.320000,m.cannarozzo,,
1465,267,626.0,0.1,1,,2021-05-22 18:03:21.260000,m.cannarozzo,,
1466,267,529.0,0.1,1,,2021-05-22 18:03:30.277000,m.cannarozzo,,
1467,267,836.0,0.1,1,,2021-05-22 18:03:39.233000,m.cannarozzo,,
1468,266,835.0,200.0,1,,2021-05-22 18:10:08.977000,m.cannarozzo,,
1469,266,451.0,8.0,1,,2021-05-22 18:10:25.357000,m.cannarozzo,,
1470,266,626.0,0.1,1,,2021-05-22 18:10:34.717000,m.cannarozzo,,
1471,266,8.0,0.1,1,,2021-05-22 18:10:44.187000,m.cannarozzo,,
1472,264,837.0,60.0,1,ALLERGENE,2024-01-29 11:13:42.323000,f.gallo,,
1473,264,572.0,20.0,1,,2021-05-24 16:35:31.730000,m.cannarozzo,2024-01-29 11:18:49.803000,f.gallo
1474,264,188.0,10.0,1,,2021-05-24 16:35:46.410000,m.cannarozzo,2024-01-29 11:18:59.027000,f.gallo
1475,264,647.0,20.0,1,ALLERGENE,2023-02-20 09:49:28.380000,m.cannarozzo,2024-01-29 11:18:38.983000,f.gallo
1476,264,146.0,40.0,1,,2021-05-24 16:36:30.777000,m.cannarozzo,2024-01-29 11:18:25.317000,f.gallo
1477,264,279.0,10.0,1,,2021-05-24 16:36:54.663000,m.cannarozzo,2023-02-20 10:29:53.187000,m.cannarozzo
1478,264,518.0,30.0,1,,2021-05-24 16:37:11.543000,m.cannarozzo,2024-01-29 11:18:32.430000,f.gallo
1480,264,479.0,3.0,1,,2021-05-24 16:37:50.357000,m.cannarozzo,2023-02-20 10:30:07.327000,m.cannarozzo
1481,264,789.0,2.0,1,ALLERGENE,2023-02-20 09:49:40.410000,m.cannarozzo,2024-01-29 11:19:29.540000,f.gallo
1482,264,451.0,5.0,1,,2021-05-24 16:38:42.820000,m.cannarozzo,,
1483,264,788.0,10.0,1,,2021-05-24 16:40:00.150000,m.cannarozzo,2024-01-29 11:19:03.860000,f.gallo
1484,264,161.0,10.0,1,,2021-05-24 16:40:29.807000,m.cannarozzo,2024-01-29 11:19:08.993000,f.gallo
1485,264,626.0,0.1,1,,2021-05-24 16:40:40.760000,m.cannarozzo,,
1486,264,529.0,0.1,1,,2021-05-24 16:40:50.430000,m.cannarozzo,2024-01-29 11:19:34.313000,f.gallo
1487,264,836.0,0.1,1,,2021-05-24 16:41:03.567000,m.cannarozzo,2024-01-29 11:19:40.417000,f.gallo
1488,276,469.0,60.0,1,ALLERGENE,2024-01-29 11:14:47.397000,f.gallo,,
1489,276,146.0,40.0,1,,2021-05-24 16:43:36.497000,m.cannarozzo,2024-01-29 11:20:44.300000,f.gallo
1490,276,518.0,30.0,1,,2021-05-24 16:43:48.477000,m.cannarozzo,2024-01-29 11:20:52.863000,f.gallo
1491,276,572.0,20.0,1,,2021-05-24 16:44:03.797000,m.cannarozzo,2024-01-29 11:20:59.880000,f.gallo
1492,276,188.0,10.0,1,,2021-05-24 16:44:17.183000,m.cannarozzo,2024-01-29 11:21:06.337000,f.gallo
1493,276,647.0,10.0,1,ALLERGENE,2023-03-27 09:04:43.570000,m.cannarozzo,2024-01-29 11:21:11.850000,f.gallo
1495,276,279.0,10.0,1,,2021-05-24 16:45:00.973000,m.cannarozzo,2023-03-27 10:29:59.257000,m.cannarozzo
1496,276,788.0,10.0,1,,2021-05-24 16:45:20.897000,m.cannarozzo,2024-01-29 11:21:17.263000,f.gallo
1497,276,161.0,10.0,1,,2021-05-24 16:45:34.267000,m.cannarozzo,2024-01-29 11:21:22.373000,f.gallo
1498,276,451.0,5.0,1,,2021-05-24 16:45:52.033000,m.cannarozzo,,
1499,276,479.0,3.0,1,,2021-05-24 16:46:15.683000,m.cannarozzo,2024-01-29 11:15:00.277000,f.gallo
1500,276,789.0,2.0,1,ALLERGENE,2023-03-27 09:05:13.660000,m.cannarozzo,2024-01-29 11:21:28.270000,f.gallo
1501,276,626.0,0.1,1,,2021-05-24 16:46:50.397000,m.cannarozzo,,
1502,276,529.0,0.1,1,,2021-05-24 16:46:58.927000,m.cannarozzo,2024-01-29 11:21:34.220000,f.gallo
1503,276,836.0,0.1,1,,2021-05-24 16:47:09.257000,m.cannarozzo,,
1504,274,788.0,80.0,1,,2021-05-24 17:29:54.193000,m.cannarozzo,,
1505,274,518.0,50.0,1,,2021-05-24 17:30:09.233000,m.cannarozzo,,
1506,274,572.0,30.0,1,,2021-05-24 17:30:21.917000,m.cannarozzo,,
1507,274,451.0,8.0,1,,2021-05-24 17:30:35.363000,m.cannarozzo,,
1508,274,789.0,0.1,1,ALLERGENE,2023-08-07 11:17:11.390000,m.cannarozzo,,
1509,274,626.0,0.1,1,,2021-05-24 17:31:33.570000,m.cannarozzo,,
1510,274,836.0,0.1,1,,2021-05-24 17:31:42.680000,m.cannarozzo,,
1511,275,830.0,80.0,1,,2021-05-24 18:09:58.240000,m.cannarozzo,,
1512,275,804.0,10.0,1,,2021-05-24 18:10:09.223000,m.cannarozzo,,
1513,275,451.0,8.0,1,,2021-05-24 18:10:25.730000,m.cannarozzo,,
1514,275,626.0,0.1,1,,2021-05-24 18:10:35.870000,m.cannarozzo,,
1515,277,805.0,50.0,1,,2021-05-25 09:32:56.640000,e.governa,2021-05-25 09:34:09.807000,e.governa
1516,280,557.0,110.0,1,,2021-06-01 09:30:14.493000,m.cannarozzo,,
1517,280,545.0,20.0,1,ALLERGENE,2023-03-27 11:59:55.753000,m.cannarozzo,,
1518,280,146.0,20.0,1,,2021-06-01 09:30:42.947000,m.cannarozzo,,
1520,280,451.0,8.0,1,,2021-06-01 09:31:22.340000,m.cannarozzo,,
1521,280,757.0,6.0,1,ALLERGENE,2023-03-27 12:00:03.617000,m.cannarozzo,,
1522,280,626.0,0.1,1,,2021-06-01 09:31:46.877000,m.cannarozzo,,
1523,280,789.0,0.1,1,ALLERGENE,2023-03-27 12:00:11.373000,m.cannarozzo,,
1524,280,565.0,0.1,1,,2021-06-01 09:32:13.447000,m.cannarozzo,,
1525,278,511.0,100.0,1,,2021-06-01 09:37:58.293000,m.cannarozzo,,
1526,278,451.0,10.0,1,,2021-06-01 09:38:12.240000,m.cannarozzo,,
1527,278,626.0,0.1,1,,2021-06-01 09:38:21.007000,m.cannarozzo,,
1528,279,518.0,110.0,1,,2024-01-29 09:42:19.843000,f.gallo,,
1529,279,572.0,10.0,1,,2024-01-29 09:42:48.597000,f.gallo,,
1530,279,451.0,5.0,1,,2024-01-29 09:39:50.103000,f.gallo,,
1531,279,565.0,30.0,1,,2024-01-25 11:21:25.267000,f.gallo,,
